OBJECTID,Jurisdiction,APN,Vacancy,Units,Zoning,ZoningSimplified,Min_Density,Max_Density,Links,Shape__Area,Shape__Length
15160,City of San Diego,5476501300,,3,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,5395.9638671875,317.168367747333
15161,City of San Diego,5476501400,,4,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,7443.36328125,405.962621480585
15162,City of San Diego,5476501500,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,4705.3642578125,295.785615122431
15163,City of San Diego,5476501600,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,4893.68359375,305.26433828296
15164,City of San Diego,5476501700,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,4731.09375,305.670446053921
15165,City of San Diego,5476501800,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,4337.7509765625,289.598350389623
15166,City of San Diego,5476501900,,4,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,6876.4765625,350.113352926165
15167,City of San Diego,5476502000,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,5223.6298828125,332.745005004607
15168,City of San Diego,5476502100,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,5221.3994140625,332.638995542556
15169,City of San Diego,5476502200,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,5219.2158203125,332.533048376278
15170,City of San Diego,5476502300,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,5217.009765625,332.427714239803
15171,City of San Diego,5476502400,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,5214.724609375,332.321745496905
15172,City of San Diego,5476502500,,4,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,7246.7939453125,360.50722809985
15173,City of San Diego,5476502600,,4,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,8766.56640625,385.223444648383
15174,City of San Diego,5476502700,,3,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,6269.701171875,333.993924533436
15175,City of San Diego,5476502800,,3,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,6554.53125,343.98640516779
15176,City of San Diego,5476502900,,4,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,7125.052734375,364.001090011885
15177,City of San Diego,5476503000,,3,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,6185.818359375,325.41081091955
15178,City of San Diego,5476510100,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,4112.8134765625,276.859257273776
15179,City of San Diego,5476510200,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,3943.3076171875,272.390703728009
15180,City of San Diego,5476510300,,3,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,5602.708984375,336.16460072627
15181,City of San Diego,5476510400,,4,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,7264.927734375,381.56316473522
15182,City of San Diego,5476510500,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,4962.6103515625,321.420118223011
15183,City of San Diego,5476510600,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,4149.482421875,285.895522201399
15184,City of San Diego,5476510700,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,4157.484375,281.265413282106
15185,City of San Diego,5476510800,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,4183.169921875,279.0621891949
15186,City of San Diego,5476510900,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,4183.07421875,277.417404914201
15187,City of San Diego,5476511000,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,4049.1337890625,274.346381726977
15188,City of San Diego,5476511100,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,4049.123046875,275.115108706413
15189,City of San Diego,5476511200,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,3972.515625,273.398999485165
15190,City of San Diego,5476511300,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,4108.626953125,280.552388418262
15191,City of San Diego,5476511400,,3,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,6045.39453125,341.752571459969
15192,City of San Diego,5476511500,,4,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,7978.80078125,374.955184133404
15193,City of San Diego,5476511600,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,4686.15234375,296.51221276853
15194,City of San Diego,5476511700,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,4157.513671875,277.307327448219
15195,City of San Diego,5476511800,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,4674.6689453125,275.94714285276
15196,City of San Diego,5476511900,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,4689.697265625,278.375550984253
15197,City of San Diego,5476512000,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,3800.1123046875,270.00712253259
15198,City of San Diego,5476512100,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,3800.185546875,270.007794419897
15199,City of San Diego,5476512200,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,3800.119140625,270.005802412673
15200,City of San Diego,5476512300,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,3800.0966796875,270.004830048299
15201,City of San Diego,5476512400,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,3990.0771484375,274.003788720082
15202,City of San Diego,5476512500,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,3799.8671875,269.99919399303
15203,City of San Diego,5476512600,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,4608.2001953125,279.009685501192
15204,Escondido,2250201400,,4,RE‐40,Low Density Residential,,1.089,,268331.669921875,3832.55822729169
15205,Escondido,2331811800,,20,S‐P,,,45,,27721.529296875,677.116917363083
15206,Escondido,2331811200,,4,S‐P,,,45,,5484.0166015625,357.263469241051
15207,Escondido,2331811000,,2,S‐P,,,45,,5755.375,330.265530147826
15208,Escondido,2331810900,,3,S‐P,,,45,,4691.1455078125,310.932012696169
15209,Escondido,2331810800,,3,S‐P,,,45,,4865.236328125,299.054099635908
15210,Escondido,2331810600,,2,S‐P,,,45,,4394.798828125,278.686807838516
15211,Escondido,2331811900,,15,S‐P,,,45,,19845.3544921875,563.525803709927
15212,Escondido,2331810300,,6,S‐P,,,45,,8591.1162109375,402.649651213695
15213,La Mesa,4940911400,Vacant,2,R1,Low Density Residential,,10,https://www.cityoflamesa.us/426/Planning-Zoning-Division,12362.7841796875,710.874665843336
15214,Escondido,2331810200,,6,S‐P,,,45,,7156.5322265625,342.452057846309
15215,City of San Diego,4690722300,,1,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,10886.583984375,453.814546171584
15216,Escondido,2256708000,,3,PD‐R‐3.3,Low Density Residential,,3.3,,74054.62109375,1659.49233940344
15217,Escondido,2257201500,,6,R‐1‐10,Low Density Residential,,4.356,,90347.45703125,1224.66586259926
15218,Escondido,2257302100,,2,R‐1‐10,Low Density Residential,,4.356,,40731.1611328125,947.582887386311
15219,City of San Diego,4541720800,,1,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,7146.0185546875,384.303225288145
15220,Poway,3230712300,Vacant,1,RR-C,Low Density Residential,,1,,58863.673828125,1179.43379330382
15221,Poway,3230712400,Vacant,1,RR-C,Low Density Residential,,1,,63663.78515625,1116.56042113751
15222,Poway,3230712500,Vacant,1,RR-C,Low Density Residential,,1,,59576.2001953125,1047.53391374669
15223,El Cajon,5070603600,Vacant,3,RS-6,Low Density Residential,,7.2,https://www.elcajon.gov/your-government/departments/community-development/zoning-information,23793.6005859375,1161.5409601494
15224,El Cajon,5070603500,Vacant,3,RS-6,Low Density Residential,,7.2,https://www.elcajon.gov/your-government/departments/community-development/zoning-information,24103.8916015625,1170.71788027257
15225,Poway,3230712700,Vacant,1,RR-A / RR-C,Low Density Residential,,0.025,,388800.877929688,2624.30016716808
15226,Poway,3230712600,Vacant,2,RR-C / RR-A,Low Density Residential,,1,,134764.642578125,1518.49699248575
15227,City of San Diego,5500725000,,3,CC-3-6,Commercial,,44,https://www.sandiego.gov/development-services/zoning,2939.3212890625,223.89660320879
15228,La Mesa,4904036100,Vacant,1,R1S,Low Density Residential,,4,https://www.cityoflamesa.us/426/Planning-Zoning-Division,11518.0791015625,446.4063220462
15229,La Mesa,4904036200,Vacant,1,R1S,Low Density Residential,,4,https://www.cityoflamesa.us/426/Planning-Zoning-Division,11818.4912109375,562.051084508355
15230,La Mesa,4904035900,Vacant,0,R1S,Low Density Residential,,4,https://www.cityoflamesa.us/426/Planning-Zoning-Division,2794.3818359375,216.653634123882
15231,La Mesa,4904042200,Vacant,0,R1S,Low Density Residential,,4,https://www.cityoflamesa.us/426/Planning-Zoning-Division,4380.5615234375,261.37810762453
15232,La Mesa,4951515100,Vacant,2,R1S,Low Density Residential,,4,https://www.cityoflamesa.us/426/Planning-Zoning-Division,25603.4423828125,785.672093871144
15233,Carlsbad,2154600500,,1,,,,,https://www.carlsbadca.gov/departments/community-development/planning/zoning,32032.9140625,725.669924813867
15234,Poway,3172222100,Vacant,1,RR-A,Low Density Residential,,0.25,,333470.150390625,2370.70277566178
15235,City of San Diego,3130407900,Vacant,125,AR-1-1,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,555994.833984375,4262.50607972899
15236,City of San Diego,3130406000,Vacant,87,AR-1-1,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,418477.989257813,4078.03401349974
15237,Carlsbad,1563511900,Vacant,1,R-1,Low Density Residential,,3.2,https://www.carlsbadca.gov/departments/community-development/planning/zoning,15900.9228515625,844.546746444113
15238,Chula Vista,5713102000,,9,C-2,Medium Density Residential,0,23,https://www.chulavistaca.gov/departments/development-services/zoning-information,32701.4169921875,975.2231896773
15239,City of San Diego,4760811300,,2,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,10722.1142578125,498.129826355719
15240,City of San Diego,5335740800,,18,GQPD-GASLAMP-QTR,Transit Focus,,,https://www.sandiego.gov/development-services/zoning,5014.638671875,300.41629361167
15241,Oceanside,1622414000,,53,PD-1 Commercial,Commercial,35,43,https://www.ci.oceanside.ca.us/gov/dev/planning/zoning.asp,65994.7333984375,1319.35537651256
15242,Carlsbad,1562313600,,1,,,,,https://www.carlsbadca.gov/departments/community-development/planning/zoning,8184.20703125,390.90956657033
15243,Vista,2172103800,Vacant,36,Re-nMtial (MHD),Medium Density Residential,7.26,15,https://www.cityofvista.com/business/zoning-map,145533.024414063,1926.04048191081
15244,City of San Diego,3130312800,Vacant,78,AR-1-1,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,1095731.33984375,7850.20213020711
15245,City of San Diego,4172422300,,4,CC-3-8,Commercial,,29,https://www.sandiego.gov/development-services/zoning,10421.560546875,507.174067242012
15246,Vista,2172512200,Vacant,4,Residential (MLD),Low Density Residential,2.178,4.356,https://www.cityofvista.com/business/zoning-map,60145.5048828125,1186.68702863873
15247,Escondido,2361202600,,7,S‐P,,,30,,37996.0224609375,813.871163167585
15248,Escondido,2361202800,,2,S‐P,,,25,,6353.7890625,375.230079667755
15249,Escondido,2361202700,,2,C‐G,Commercial,,24,,6094.40625,322.683353046638
15250,Escondido,2363905300,,18,S‐P,,,30,,37206.908203125,870.267197786969
15251,Escondido,2363905400,,18,S‐P,,,30,,35421.14453125,853.826026445448
15252,Escondido,2363905200,,3,R‐1‐10,Low Density Residential,,4.356,,46971.7548828125,1110.64126274045
15253,City of San Diego,5343911800,,2,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,6752.09765625,379.074783976428
15254,Oceanside,1625022600,,13,PD-1 Commercial,Commercial,17.8,43,https://www.ci.oceanside.ca.us/gov/dev/planning/zoning.asp,35028.755859375,750.891047534524
15255,Oceanside,1625022400,,27,PD-1 Commercial,Commercial,17.8,43,https://www.ci.oceanside.ca.us/gov/dev/planning/zoning.asp,66456.21875,1358.69738218833
15256,Oceanside,1625022200,,71,PD-1 Commercial,Commercial,17.8,43,https://www.ci.oceanside.ca.us/gov/dev/planning/zoning.asp,174052.637695313,2204.58732307369
15257,City of San Diego,5433401800,Vacant,1,RS-1-7,Low Density Residential,,9,https://www.sandiego.gov/development-services/zoning,5301.5029296875,431.978993440168
15258,City of San Diego,5351031000,,23,CCPD-R,Commercial,,,https://www.sandiego.gov/development-services/zoning,6424.6279296875,328.833812991227
15259,Carlsbad,2081840900,Vacant,1,RD-M-Q,Low Density Residential,,4,https://www.carlsbadca.gov/departments/community-development/planning/zoning,246213.234375,2373.90469196568
15260,Carlsbad,1561425100,Vacant,1,R-1,Low Density Residential,,3.2,https://www.carlsbadca.gov/departments/community-development/planning/zoning,8669.001953125,387.806340173875
15261,Escondido,2241412500,,1,RE‐20,Low Density Residential,,2.178,,84344.94140625,1175.77429578212
15262,City of San Diego,4715630300,,59,CUPD-CU-2-3,Commercial,,44,https://www.sandiego.gov/development-services/zoning,66212.9892578125,1085.99869379304
15263,City of San Diego,4715630400,,15,CUPD-CU-2-3,Commercial,,44,https://www.sandiego.gov/development-services/zoning,16997.126953125,508.265752488994
15264,Vista,1762115500,Vacant,1,Residential (MLD),Low Density Residential,2.178,4.356,https://www.cityofvista.com/business/zoning-map,10869.0419921875,455.321935363529
15265,City of San Diego,4475533500,,17,CUPD-CU-2-4,Commercial,,73,https://www.sandiego.gov/development-services/zoning,11844.958984375,498.134934813409
15266,City of San Diego,4611800600,,14,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,9501.302734375,406.83776276493
15267,City of San Diego,3620110700,,14,CV-1-2,Commercial,,29,https://www.sandiego.gov/development-services/zoning,22865.908203125,596.032660286536
15268,Lemon Grove,4803510600,,6,Commercial,Commercial,,,https://www.lemongrove.ca.gov/city-hall/development-services/planning-zoning,8668.4853515625,392.62015893246
