objectid,shape_id,route_id,route_short_name,route_long_name,route_type,agency_id,route_desc,route_url,route_color,route_text_color,route_type_text,routeshapename,route_color_rgb,route_text_color_rgb,shape_Length
320,816_3_22,816,816,El Cajon TC - Cuyamaca College,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=816,000099,FFFFFF,Bus,816_3_22_816,"(0, 0, 153)","(255, 255, 255)",36927.1891604719
321,832_8_10,832,832,Santee Center - NE Santee Loop Clockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=832,000099,FFFFFF,Bus,832_8_10_832,"(0, 0, 153)","(255, 255, 255)",29215.9206575449
322,833_0_55,833,833,Santee Center - Parkway Plaza,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=833,000099,FFFFFF,Bus,833_0_55_833,"(0, 0, 153)","(255, 255, 255)",39853.3534074332
323,833_0_56,833,833,Santee Center - Parkway Plaza,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=833,000099,FFFFFF,Bus,833_0_56_833,"(0, 0, 153)","(255, 255, 255)",36456.6157699353
324,833_1_48,833,833,Santee Center - Parkway Plaza,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=833,000099,FFFFFF,Bus,833_1_48_833,"(0, 0, 153)","(255, 255, 255)",39253.2343773389
325,833_1_49,833,833,Santee Center - Parkway Plaza,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=833,000099,FFFFFF,Bus,833_1_49_833,"(0, 0, 153)","(255, 255, 255)",35856.496739841
326,834_8_20,834,834,West Santee Loop,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=834,000099,FFFFFF,Bus,834_8_20_834,"(0, 0, 153)","(255, 255, 255)",39661.0396715059
327,838_2_7,838,838,East County Square - Viejas,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=838,000099,FFFFFF,Bus,838_2_7_838,"(0, 0, 153)","(255, 255, 255)",75962.4313810941
328,838_2_8,838,838,East County Square - Viejas,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=838,000099,FFFFFF,Bus,838_2_8_838,"(0, 0, 153)","(255, 255, 255)",75441.639439869
329,838_3_9,838,838,East County Square - Viejas,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=838,000099,FFFFFF,Bus,838_3_9_838,"(0, 0, 153)","(255, 255, 255)",76618.1665063189
330,83_0_29,83,83,Downtown San Diego - Old Town,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=83,000099,FFFFFF,Bus,83_0_29_83,"(0, 0, 153)","(255, 255, 255)",24432.4094750811
331,83_1_26,83,83,Downtown San Diego - Old Town,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=83,000099,FFFFFF,Bus,83_1_26_83,"(0, 0, 153)","(255, 255, 255)",13897.7580978703
332,83_1_28,83,83,Downtown San Diego - Old Town,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=83,000099,FFFFFF,Bus,83_1_28_83,"(0, 0, 153)","(255, 255, 255)",25677.4650227764
333,848_0_47,848,848,El Cajon - Lakeside,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=848,000099,FFFFFF,Bus,848_0_47_848,"(0, 0, 153)","(255, 255, 255)",43242.6170373289
334,848_0_49,848,848,El Cajon - Lakeside,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=848,000099,FFFFFF,Bus,848_0_49_848,"(0, 0, 153)","(255, 255, 255)",46639.3546748268
335,848_1_45,848,848,El Cajon - Lakeside,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=848,000099,FFFFFF,Bus,848_1_45_848,"(0, 0, 153)","(255, 255, 255)",42392.3887286305
336,848_1_48,848,848,El Cajon - Lakeside,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=848,000099,FFFFFF,Bus,848_1_48_848,"(0, 0, 153)","(255, 255, 255)",45789.125022033
337,84_0_61,84,84,Point Loma Shuttle,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=84,000099,FFFFFF,Bus,84_0_61_84,"(0, 0, 153)","(255, 255, 255)",33078.052691837
338,84_0_62,84,84,Point Loma Shuttle,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=84,000099,FFFFFF,Bus,84_0_62_84,"(0, 0, 153)","(255, 255, 255)",19711.0243464088
339,84_1_58,84,84,Point Loma Shuttle,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=84,000099,FFFFFF,Bus,84_1_58_84,"(0, 0, 153)","(255, 255, 255)",33807.5224065562
340,84_1_59,84,84,Point Loma Shuttle,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=84,000099,FFFFFF,Bus,84_1_59_84,"(0, 0, 153)","(255, 255, 255)",19499.6168354621
341,84_1_63,84,84,Point Loma Shuttle,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=84,000099,FFFFFF,Bus,84_1_63_84,"(0, 0, 153)","(255, 255, 255)",6358.45579103761
342,84_1_64,84,84,Point Loma Shuttle,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=84,000099,FFFFFF,Bus,84_1_64_84,"(0, 0, 153)","(255, 255, 255)",33160.2352105273
343,851_0_19,851,851,Spring Valley - La Mesa,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=851,000099,FFFFFF,Bus,851_0_19_851,"(0, 0, 153)","(255, 255, 255)",27073.8412025636
344,851_1_18,851,851,Spring Valley - La Mesa,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=851,000099,FFFFFF,Bus,851_1_18_851,"(0, 0, 153)","(255, 255, 255)",33559.2463549133
345,852_2_17,852,852,University & 54th - Grossmont Transit Ctr,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=852,000099,FFFFFF,Bus,852_2_17_852,"(0, 0, 153)","(255, 255, 255)",34231.5768019555
346,852_3_16,852,852,University & 54th - Grossmont Transit Ctr,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=852,000099,FFFFFF,Bus,852_3_16_852,"(0, 0, 153)","(255, 255, 255)",36359.9201748753
347,854_0_49,854,854,Grossmont Transit Ctr -- Grossmont College,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=854,000099,FFFFFF,Bus,854_0_49_854,"(0, 0, 153)","(255, 255, 255)",15760.6696565162
348,854_0_51,854,854,Grossmont Transit Ctr -- Grossmont College,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=854,000099,FFFFFF,Bus,854_0_51_854,"(0, 0, 153)","(255, 255, 255)",29397.5131995193
349,854_1_50,854,854,Grossmont Transit Ctr -- Grossmont College,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=854,000099,FFFFFF,Bus,854_1_50_854,"(0, 0, 153)","(255, 255, 255)",17105.8424706587
350,854_1_52,854,854,Grossmont Transit Ctr -- Grossmont College,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=854,000099,FFFFFF,Bus,854_1_52_854,"(0, 0, 153)","(255, 255, 255)",26513.8959588454
351,855_0_26,855,855,Rancho San Diego - La Mesa,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=855,000099,FFFFFF,Bus,855_0_26_855,"(0, 0, 153)","(255, 255, 255)",26460.5258338644
352,855_1_27,855,855,Rancho San Diego - La Mesa,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=855,000099,FFFFFF,Bus,855_1_27_855,"(0, 0, 153)","(255, 255, 255)",23678.6175479829
353,856_0_126,856,856,SDSU - Cuyamaca College,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=856,000099,FFFFFF,Bus,856_0_126_856,"(0, 0, 153)","(255, 255, 255)",59006.3481736665
354,856_0_131,856,856,SDSU - Cuyamaca College,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=856,000099,FFFFFF,Bus,856_0_131_856,"(0, 0, 153)","(255, 255, 255)",70138.6471228093
355,856_0_132,856,856,SDSU - Cuyamaca College,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=856,000099,FFFFFF,Bus,856_0_132_856,"(0, 0, 153)","(255, 255, 255)",60097.2786128473
356,856_1_128,856,856,SDSU - Cuyamaca College,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=856,000099,FFFFFF,Bus,856_1_128_856,"(0, 0, 153)","(255, 255, 255)",47367.0394580478
357,856_1_129,856,856,SDSU - Cuyamaca College,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=856,000099,FFFFFF,Bus,856_1_129_856,"(0, 0, 153)","(255, 255, 255)",58175.5601856058
358,856_1_133,856,856,SDSU - Cuyamaca College,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=856,000099,FFFFFF,Bus,856_1_133_856,"(0, 0, 153)","(255, 255, 255)",69954.7382450023
359,856_1_134,856,856,SDSU - Cuyamaca College,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=856,000099,FFFFFF,Bus,856_1_134_856,"(0, 0, 153)","(255, 255, 255)",59146.2175174444
360,864_2_177,864,864,El Cajon - East County Sq,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=864,000099,FFFFFF,Bus,864_2_177_864,"(0, 0, 153)","(255, 255, 255)",35867.1211515801
361,864_3_176,864,864,El Cajon - East County Sq,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=864,000099,FFFFFF,Bus,864_3_176_864,"(0, 0, 153)","(255, 255, 255)",36491.2248944205
362,864_3_178,864,864,El Cajon - East County Sq,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=864,000099,FFFFFF,Bus,864_3_178_864,"(0, 0, 153)","(255, 255, 255)",23362.9707645206
363,872_9_22,872,872,El Cajon Shuttle Loop Counterclockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=872,000099,FFFFFF,Bus,872_9_22_872,"(0, 0, 153)","(255, 255, 255)",18263.6375927508
364,874_8_76,874,874,El Cajon Eastside Shuttle Clockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=874,000099,FFFFFF,Bus,874_8_76_874,"(0, 0, 153)","(255, 255, 255)",51611.0356091976
365,874_8_77,874,874,El Cajon Eastside Shuttle Clockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=874,000099,FFFFFF,Bus,874_8_77_874,"(0, 0, 153)","(255, 255, 255)",37203.1043120797
366,874_8_78,874,874,El Cajon Eastside Shuttle Clockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=874,000099,FFFFFF,Bus,874_8_78_874,"(0, 0, 153)","(255, 255, 255)",18525.3588042063
367,874_8_79,874,874,El Cajon Eastside Shuttle Clockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=874,000099,FFFFFF,Bus,874_8_79_874,"(0, 0, 153)","(255, 255, 255)",25932.9369529281
368,874_8_80,874,874,El Cajon Eastside Shuttle Clockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=874,000099,FFFFFF,Bus,874_8_80_874,"(0, 0, 153)","(255, 255, 255)",25678.0986562695
369,875_9_36,875,875,El Cajon Eastside Shuttle Counterclockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=875,000099,FFFFFF,Bus,875_9_36_875,"(0, 0, 153)","(255, 255, 255)",21923.9172267064
370,875_9_37,875,875,El Cajon Eastside Shuttle Counterclockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=875,000099,FFFFFF,Bus,875_9_37_875,"(0, 0, 153)","(255, 255, 255)",48023.7481459669
371,875_9_40,875,875,El Cajon Eastside Shuttle Counterclockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=875,000099,FFFFFF,Bus,875_9_40_875,"(0, 0, 153)","(255, 255, 255)",51420.4857834648
372,875_9_41,875,875,El Cajon Eastside Shuttle Counterclockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=875,000099,FFFFFF,Bus,875_9_41_875,"(0, 0, 153)","(255, 255, 255)",26099.8309192605
373,875_9_42,875,875,El Cajon Eastside Shuttle Counterclockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=875,000099,FFFFFF,Bus,875_9_42_875,"(0, 0, 153)","(255, 255, 255)",20547.802420221
374,888_2_29,888,888,Jacumba - El Cajon,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=888,663300,FFFFFF,Bus,888_2_29_888,"(0, 0, 153)","(255, 255, 255)",444765.792004077
375,888_3_30,888,888,Jacumba - El Cajon,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=888,663300,FFFFFF,Bus,888_3_30_888,"(0, 0, 153)","(255, 255, 255)",466961.750889746
376,88_2_10,88,88,Old Town - Fashion Valley,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=88,000099,FFFFFF,Bus,88_2_10_88,"(0, 0, 153)","(255, 255, 255)",15121.2180398204
377,88_3_11,88,88,Old Town - Fashion Valley,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=88,000099,FFFFFF,Bus,88_3_11_88,"(0, 0, 153)","(255, 255, 255)",14042.5165223365
378,891_2_11,891,891,Borrego - El Cajon via Shelter Valley,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=891,663300,FFFFFF,Bus,891_2_11_891,"(0, 0, 153)","(255, 255, 255)",465794.297886784
379,891_3_13,891,891,Borrego - El Cajon via Shelter Valley,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=891,663300,FFFFFF,Bus,891_3_13_891,"(0, 0, 153)","(255, 255, 255)",465094.110026729
380,892_2_12,892,892,Borrego - El Cajon via Ranchita/Lake Henshaw,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=892,663300,FFFFFF,Bus,892_2_12_892,"(0, 0, 153)","(255, 255, 255)",446634.285784356
381,892_3_13,892,892,Borrego - El Cajon via Ranchita/Lake Henshaw,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=892,663300,FFFFFF,Bus,892_3_13_892,"(0, 0, 153)","(255, 255, 255)",445296.036474793
382,894_2_37,894,894,Morena/Campo - El Cajon,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=894,663300,FFFFFF,Bus,894_2_37_894,"(0, 0, 153)","(255, 255, 255)",148048.468504193
383,894_2_39,894,894,Morena/Campo - El Cajon,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=894,663300,FFFFFF,Bus,894_2_39_894,"(0, 0, 153)","(255, 255, 255)",178475.937329435
384,894_2_42,894,894,Morena/Campo - El Cajon,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=894,663300,FFFFFF,Bus,894_2_42_894,"(0, 0, 153)","(255, 255, 255)",264411.090025806
385,894_2_43,894,894,Morena/Campo - El Cajon,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=894,663300,FFFFFF,Bus,894_2_43_894,"(0, 0, 153)","(255, 255, 255)",298676.904665632
386,894_3_35,894,894,Morena/Campo - El Cajon,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=894,663300,FFFFFF,Bus,894_3_35_894,"(0, 0, 153)","(255, 255, 255)",173908.994372565
387,894_3_40,894,894,Morena/Campo - El Cajon,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=894,663300,FFFFFF,Bus,894_3_40_894,"(0, 0, 153)","(255, 255, 255)",303014.410611052
388,894_3_41,894,894,Morena/Campo - El Cajon,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=894,663300,FFFFFF,Bus,894_3_41_894,"(0, 0, 153)","(255, 255, 255)",265178.36169582
389,8_0_65,8,8,Old Town - Balboa Av TC,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=8,000099,FFFFFF,Bus,8_0_65_8,"(0, 0, 153)","(255, 255, 255)",14437.0140736639
390,8_0_67,8,8,Old Town - Balboa Av TC,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=8,000099,FFFFFF,Bus,8_0_67_8,"(0, 0, 153)","(255, 255, 255)",44704.2174230873
391,8_1_66,8,8,Old Town - Balboa Av TC,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=8,000099,FFFFFF,Bus,8_1_66_8,"(0, 0, 153)","(255, 255, 255)",43259.1748349955
392,8_1_68,8,8,Old Town - Balboa Av TC,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=8,000099,FFFFFF,Bus,8_1_68_8,"(0, 0, 153)","(255, 255, 255)",28119.2892819125
393,901_0_112,901,901,Iris Transit Center - Downtown,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=901,000099,FFFFFF,Bus,901_0_112_901,"(0, 0, 153)","(255, 255, 255)",94251.651682341
394,901_0_114,901,901,Iris Transit Center - Downtown,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=901,000099,FFFFFF,Bus,901_0_114_901,"(0, 0, 153)","(255, 255, 255)",102097.607731073
395,901_1_111,901,901,Iris Transit Center - Downtown,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=901,000099,FFFFFF,Bus,901_1_111_901,"(0, 0, 153)","(255, 255, 255)",92082.2522881295
396,901_1_113,901,901,Iris Transit Center - Downtown,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=901,000099,FFFFFF,Bus,901_1_113_901,"(0, 0, 153)","(255, 255, 255)",102594.688078599
397,904_0_27,904,904,Coronado Shuttle,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=904,000099,FFFFFF,Bus,904_0_27_904,"(0, 0, 153)","(255, 255, 255)",12146.6592414367
398,904_1_30,904,904,Coronado Shuttle,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=904,000099,FFFFFF,Bus,904_1_30_904,"(0, 0, 153)","(255, 255, 255)",14138.3736412498
399,905_2_88,905,905,Iris Transit Center - Otay Mesa Transit Center,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=905,000099,FFFFFF,Bus,905_2_88_905,"(0, 0, 153)","(255, 255, 255)",47793.777794213
400,905_3_95,905,905,Iris Transit Center - Otay Mesa Transit Center,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=905,000099,FFFFFF,Bus,905_3_95_905,"(0, 0, 153)","(255, 255, 255)",47961.5867880552
401,906_8_38,906,906,Iris Transit Center - San Ysidro Clockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=906,000099,FFFFFF,Bus,906_8_38_906,"(0, 0, 153)","(255, 255, 255)",35696.3108002485
402,906_8_39,906,906,Iris Transit Center - San Ysidro Clockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=906,000099,FFFFFF,Bus,906_8_39_906,"(0, 0, 153)","(255, 255, 255)",19904.209456719
403,906_8_40,906,906,Iris Transit Center - San Ysidro Clockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=906,000099,FFFFFF,Bus,906_8_40_906,"(0, 0, 153)","(255, 255, 255)",15792.1013435295
404,907_9_44,907,907,Iris Transit Center - San Ysidro Counterclockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=907,000099,FFFFFF,Bus,907_9_44_907,"(0, 0, 153)","(255, 255, 255)",39368.6217802468
405,907_9_45,907,907,Iris Transit Center - San Ysidro Counterclockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=907,000099,FFFFFF,Bus,907_9_45_907,"(0, 0, 153)","(255, 255, 255)",22680.1267658933
406,907_9_46,907,907,Iris Transit Center - San Ysidro Counterclockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=907,000099,FFFFFF,Bus,907_9_46_907,"(0, 0, 153)","(255, 255, 255)",19703.8393229351
407,907_9_47,907,907,Iris Transit Center - San Ysidro Counterclockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=907,000099,FFFFFF,Bus,907_9_47_907,"(0, 0, 153)","(255, 255, 255)",19664.7824573117
408,907_9_48,907,907,Iris Transit Center - San Ysidro Counterclockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=907,000099,FFFFFF,Bus,907_9_48_907,"(0, 0, 153)","(255, 255, 255)",19664.7824573117
409,907_9_49,907,907,Iris Transit Center - San Ysidro Counterclockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=907,000099,FFFFFF,Bus,907_9_49_907,"(0, 0, 153)","(255, 255, 255)",39368.6217802468
410,907_9_50,907,907,Iris Transit Center - San Ysidro Counterclockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=907,000099,FFFFFF,Bus,907_9_50_907,"(0, 0, 153)","(255, 255, 255)",19703.8393229351
411,909_2_13,909,909,Otay Mesa Transit Center - SWC at Otay Mesa,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=909,000099,FFFFFF,Bus,909_2_13_909,"(0, 0, 153)","(255, 255, 255)",26823.6464986205
412,909_3_12,909,909,Otay Mesa Transit Center - SWC at Otay Mesa,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=909,000099,FFFFFF,Bus,909_3_12_909,"(0, 0, 153)","(255, 255, 255)",37716.7079149732
413,916_8_34,916,916,Oak Park-Emerald Hills Loop CW,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=916,000099,FFFFFF,Bus,916_8_34_916,"(0, 0, 153)","(255, 255, 255)",61144.5196423355
414,916_8_35,916,916,Oak Park-Emerald Hills Loop CW,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=916,000099,FFFFFF,Bus,916_8_35_916,"(0, 0, 153)","(255, 255, 255)",22198.9670774442
415,916_8_36,916,916,Oak Park-Emerald Hills Loop CW,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=916,000099,FFFFFF,Bus,916_8_36_916,"(0, 0, 153)","(255, 255, 255)",29384.5847955143
416,917_9_21,917,917,Oak Park-Emerald Hills Loop CCW,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=917,000099,FFFFFF,Bus,917_9_21_917,"(0, 0, 153)","(255, 255, 255)",27994.2856024887
417,917_9_22,917,917,Oak Park-Emerald Hills Loop CCW,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=917,000099,FFFFFF,Bus,917_9_22_917,"(0, 0, 153)","(255, 255, 255)",60686.4702590949
418,921_2_65,921,921,UTC - Miramar College Transit Station,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=921,000099,FFFFFF,Bus,921_2_65_921,"(0, 0, 153)","(255, 255, 255)",47555.7973295953
419,921_2_79,921,921,UTC - Miramar College Transit Station,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=921,000099,FFFFFF,Bus,921_2_79_921,"(0, 0, 153)","(255, 255, 255)",60138.4529301021
420,921_3_76,921,921,UTC - Miramar College Transit Station,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=921,000099,FFFFFF,Bus,921_3_76_921,"(0, 0, 153)","(255, 255, 255)",47612.8385636684
421,921_3_78,921,921,UTC - Miramar College Transit Station,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=921,000099,FFFFFF,Bus,921_3_78_921,"(0, 0, 153)","(255, 255, 255)",58560.0661452548
422,923_2_72,923,923,Downtown to Point Loma,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=923,000099,FFFFFF,Bus,923_2_72_923,"(0, 0, 153)","(255, 255, 255)",46890.7664797999
423,923_3_73,923,923,Downtown to Point Loma,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=923,000099,FFFFFF,Bus,923_3_73_923,"(0, 0, 153)","(255, 255, 255)",48151.0051549012
424,928_0_58,928,928,Fashion Valley - Kearny Mesa,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=928,000099,FFFFFF,Bus,928_0_58_928,"(0, 0, 153)","(255, 255, 255)",55244.7099715748
425,928_0_59,928,928,Fashion Valley - Kearny Mesa,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=928,000099,FFFFFF,Bus,928_0_59_928,"(0, 0, 153)","(255, 255, 255)",51032.8738062891
426,928_0_60,928,928,Fashion Valley - Kearny Mesa,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=928,000099,FFFFFF,Bus,928_0_60_928,"(0, 0, 153)","(255, 255, 255)",35759.0348399757
427,928_1_57,928,928,Fashion Valley - Kearny Mesa,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=928,000099,FFFFFF,Bus,928_1_57_928,"(0, 0, 153)","(255, 255, 255)",49652.6763167448
428,928_1_61,928,928,Fashion Valley - Kearny Mesa,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=928,000099,FFFFFF,Bus,928_1_61_928,"(0, 0, 153)","(255, 255, 255)",35527.5619502303
429,929_0_154,929,929,Downtown - Iris Transit Center,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=929,000099,FFFFFF,Bus,929_0_154_929,"(0, 0, 153)","(255, 255, 255)",82763.9584308632
430,929_1_152,929,929,Downtown - Iris Transit Center,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=929,000099,FFFFFF,Bus,929_1_152_929,"(0, 0, 153)","(255, 255, 255)",79574.6417923432
431,932_0_74,932,932,Iris Transit Center - 8th St. Transit Center,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=932,000099,FFFFFF,Bus,932_0_74_932,"(0, 0, 153)","(255, 255, 255)",55182.3912855883
432,932_0_75,932,932,Iris Transit Center - 8th St. Transit Center,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=932,000099,FFFFFF,Bus,932_0_75_932,"(0, 0, 153)","(255, 255, 255)",37010.3913463894
433,932_1_77,932,932,Iris Transit Center - 8th St. Transit Center,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=932,000099,FFFFFF,Bus,932_1_77_932,"(0, 0, 153)","(255, 255, 255)",56365.2418504423
434,932_1_78,932,932,Iris Transit Center - 8th St. Transit Center,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=932,000099,FFFFFF,Bus,932_1_78_932,"(0, 0, 153)","(255, 255, 255)",37108.93956549
435,933_9_65,933,933,Iris TC Loop - Imperial Beach Counterclock,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=933,000099,FFFFFF,Bus,933_9_65_933,"(0, 0, 153)","(255, 255, 255)",80414.7833599712
436,934_8_62,934,934,Iris TC Loop - Imperial Beach Clockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=934,000099,FFFFFF,Bus,934_8_62_934,"(0, 0, 153)","(255, 255, 255)",80937.1678165411
437,934_8_63,934,934,Iris TC Loop - Imperial Beach Clockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=934,000099,FFFFFF,Bus,934_8_63_934,"(0, 0, 153)","(255, 255, 255)",80937.1678165411
438,934_8_64,934,934,Iris TC Loop - Imperial Beach Clockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=934,000099,FFFFFF,Bus,934_8_64_934,"(0, 0, 153)","(255, 255, 255)",41639.7672851972
439,934_8_65,934,934,Iris TC Loop - Imperial Beach Clockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=934,000099,FFFFFF,Bus,934_8_65_934,"(0, 0, 153)","(255, 255, 255)",48433.6157670266
440,936_0_61,936,936,Spring Valley - SDSU,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=936,000099,FFFFFF,Bus,936_0_61_936,"(0, 0, 153)","(255, 255, 255)",42407.4359634842
441,936_1_62,936,936,Spring Valley - SDSU,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=936,000099,FFFFFF,Bus,936_1_62_936,"(0, 0, 153)","(255, 255, 255)",39877.7551860641
442,944_2_9,944,944,Sabre Springs Station - Poway,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=944,000099,FFFFFF,Bus,944_2_9_944,"(0, 0, 153)","(255, 255, 255)",27427.7072766299
443,944_3_8,944,944,Sabre Springs Station - Poway,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=944,000099,FFFFFF,Bus,944_3_8_944,"(0, 0, 153)","(255, 255, 255)",29154.64879668
